id,age,age_group,race,dins,primary_crime,crime_class,min_years,min_months,max_years,max_months,severity,official_crime_type,decision
"2601","29","25-29","B","1","SEX TRAFFICKING","B","2","0","6","0","B1","PDO","NO"
"2602","43","40+","W","1","AGGR CRIM CNTPT","D","1","0","3","0","D1  ","PDO","YES"
"2603","25","25-29","W","2","RECK ENDANG-1","D","2","0","4","0","D1E1","CVO","NO"
"2604","61","40+","B","2","ROBBERY-1 >78","B","24","0","99","99","B1C1","VFO","NO"
"2605","37","30-39","B","2","CRIM SEX ACT 1","B","8","6","10","0","B1D1E1","VFO","NO"
"2606","34","30-39","B","1","ATT ROBBERY-1 >78","C","17","6","35","0","B4+C1","VFO","NO"
"2607","22","<25","W","1","CRIM CONTEMPT-1","E","1","0","3","0","E1","PDO","NO"
"2608","32","30-39","W","2","ATT BURGLARY-3","E","2","0","4","0","E1","PDO","NO"
"2609","26","25-29","B","1","AGGR CRIM CNTPT","D","2","1","3","0","D1E1D1","PDO","NO"
"2610","43","40+","W","3","ROBBERY-1 >78","B","8","6","10","0","B2","VFO","NO"
"2611","50","40+","B","5","ATT CSCS-3 >79","C","2","11","3","6","C1","PDO","NO"
"2612","29","25-29","B","2","BAIL JUMPING-2","E","1","6","3","0","E1E1E1","PDO","NO"
"2613","40","40+","B","2","CPW-2 >78","C","8","0","9","0","C1D1D1","VFO","NO"
"2614","42","40+","H","1","MURDER-2","A","25","0","99","99","A2","VFO","NO"
"2615","47","40+","B","4","CPCS-3 >79","B","5","1","6","0","B1  ","PDO","NO"
"2616","21","<25","B","1","ATT ROBBERY-3","E","1","6","3","0","E1D1","CVO","NO"
"2617","20","<25","B","1","ROBBERY-3","D","1","0","3","0","D1  ","CVO","YES"
"2618","24","<25","W","1","CPSP-4","E","5","1","6","0","D1E1E1","PDO","NO"
"2619","35","30-39","B","2","CPW-3/NON-VFO","D","2","6","5","0","D1","CVO","NO"
"2620","63","40+","W","3","ROBBERY-2 >78","C","8","11","10","6","C1  ","VFO","NO"
"2621","36","30-39","B","2","ROBBERY-1 >78","B","15","5","18","0","B3  ","VFO","NO"
"2622","43","40+","W","2","POSS MARIHUANA2","D","1","3","1","6","D1  ","PDO","NO"
"2623","55","40+","B","3","ATT BURGLARY-3","E","2","0","4","0","E1","PDO","NO"
"2624","20","<25","H","1","GRAND LARCENY-4","E","1","0","3","0","E3","PDO","NO"
"2625","26","25-29","B","1","ASSAULT-2","D","2","6","3","0","D1E1E1","VFO","NO"
"2626","38","30-39","H","3","ROBBERY-3","D","2","6","5","0","D2","CVO","NO"
"2627","29","25-29","W","2","CRIM CONTEMPT-1","E","1","6","3","0","E1","PDO","NO"
"2628","40","40+","H","1","ATT MURDER-2","B","12","10","15","0","B1C1D1","VFO","NO"
"2629","31","30-39","W","1","IDENT THEFT 2","E","1","0","3","0","E1  ","PDO","YES"
"2630","21","<25","H","1","CPSP-3","D","2","0","4","0","D1E1 ","PDO","YES"
"2631","21","<25","W","1","BURGLARY-3","D","1","6","9","0","D1D1E1","PDO","NO"
"2632","47","40+","B","2","AGGRAV DWI-2 PR","D","1","6","5","0","D1","PDO","NO"
"2633","53","40+","W","3","BURGLARY-3","D","3","6","7","0","D1D1","PDO","NO"
"2634","56","40+","B","6","BURGLARY-3","D","5","0","10","0","D2","PDO","NO"
"2635","59","40+","H","3","SEXUAL ABUSE-1","D","12","0","99","99","D1","VFO","NO"
"2636","21","<25","B","1","CPCS-3 >79","B","1","8","3","0","E1B1 ","PDO","NO"
"2637","22","<25","H","1","ROBBERY-1 >78","B","4","3","5","0","B1  ","VFO","NO"
"2638","46","40+","B","1","RAPE-1 >78","B","8","6","10","0","B2B3D2","VFO","NO"
"2639","48","40+","B","2","CP FORG INST-2","D","3","0","6","0","D4+  ","PDO","YES"
"2640","20","<25","B","1","CPCS-3 >79","B","1","0","3","0","B1D1","PDO","NO"
"2641","26","25-29","W","1","CPSP-3","D","1","0","3","0","D1","PDO","YES"
"2642","40","40+","W","1","CONSPIRACY-2","B","4","3","6","0","B1C1","PDO","NO"
"2643","33","30-39","H","2","ATT ASSAULT-2","E","1","6","3","0","E1","VFO","NO"
"2644","35","30-39","H","3","CPCS-5 >79","D","9","0","10","0","D1D1","PDO","NO"
"2645","30","30-39","W","1","CRIM CONTEMPT-1","E","1","0","3","0","E1","PDO","NO"
"2646","33","30-39","B","2","ATT CS FIREARM3","E","3","6","7","0","E2E1","VFO","NO"
"2647","32","30-39","H","1","CRIM POS FIRARM","E","1","6","3","0","E1","CVO","NO"
"2648","34","30-39","H","2","CP FORG INST-2","D","2","0","4","0","D1","PDO","NO"
"2649","37","30-39","H","1","MURDER-2","A","20","0","99","99","A2B1B1","VFO","YES"
"2650","23","<25","W","1","GRAND LARCENY-4","E","1","0","3","0","E1  ","PDO","YES"
"2651","27","25-29","B","2","ROBBERY-3","D","2","6","5","0","D1","CVO","NO"
"2652","20","<25","O","1","BURGLARY-3","D","1","0","3","0","D1","PDO","NO"
"2653","29","25-29","W","1","DWI 2ND OFF","E","1","0","3","0","E1","PDO","NO"
"2654","30","30-39","W","1","DWI 2ND OFF","E","1","0","3","0","E1D1","PDO","NO"
"2655","21","<25","H","1","ROBBERY-3","D","1","8","3","0","D1D1D1","CVO","NO"
"2656","58","40+","B","4","GRAND LARCENY-4","E","1","6","3","0","E1","PDO","NO"
"2657","53","40+","W","1","DWI 2ND OFF","E","1","0","3","0","E1","PDO","NO"
"2658","35","30-39","B","1","ATT STRANGULATION 2","E","1","6","3","0","E1  ","VFO","YES"
"2659","44","40+","B","1","CRIM CONTEMPT-1","E","1","0","3","0","E1E1","PDO","NO"
"2660","38","30-39","H","5","BURGLARY-3","D","3","0","6","0","D1D1 ","PDO","YES"
"2661","52","40+","B","1","CPW-3/NON-VFO","D","2","6","5","0","D1D1","CVO","NO"
"2662","59","40+","W","4","GRD LRCNY AUTO4","E","1","6","3","0","E1  ","PDO","NO"
"2663","36","30-39","B","1","AGGR UNLIC OP 1","E","1","0","3","0","E1","PDO","NO"
"2664","64","40+","W","4","AGGRAV DWI-1 PR","E","1","4","4","0","E1E1E1","PDO","NO"
"2665","33","30-39","W","1","DWI 3RD/SUBSQNT","D","1","0","3","0","D1","PDO","NO"
"2666","25","25-29","W","2","ATT BURGLARY-3","E","1","6","6","6","E1","PDO","NO"
"2667","53","40+","B","2","ROBBERY-1 >78","B","9","5","11","0","B1E1 ","VFO","NO"
"2668","23","<25","B","2","CPW-3/NON-VFO","D","2","0","4","0","D1","CVO","NO"
"2669","33","30-39","W","2","ROBBERY-2 >78","C","8","6","10","0","C1C1D1","VFO","NO"
"2670","49","40+","H","4","CSCS-5 >79","D","2","1","2","6","D1","PDO","NO"
"2671","54","40+","W","2","MURDER-2","A","15","0","99","99","A1B1D1","VFO","NO"
"2672","24","<25","B","1","ROBBERY-3","D","2","0","4","0","D1","CVO","NO"
"2673","34","30-39","W","1","BURGLARY-3","D","1","4","4","0","D1E1","PDO","NO"
"2674","35","30-39","W","1","BURGLARY-3","D","1","0","3","0","D1  ","PDO","YES"
"2675","25","25-29","B","1","ROBBERY-1 >78","B","9","2","10","6","B1C1E1","VFO","NO"
"2676","27","25-29","B","2","ATT ROBBERY-2 >78","D","6","0","7","0","D1","VFO","NO"
"2677","28","25-29","W","1","ATT INDC MAT-MINR-1","E","0","0","1","6","E1  ","PDO","NO"
"2678","57","40+","B","1","MONEY LAUNDRY-2","C","3","0","9","0","C1D1","PDO","NO"
"2679","38","30-39","H","1","ROBBERY-1 >78","B","18","0","36","0","B1B1B1","VFO","NO"
"2680","38","30-39","W","1","CRIM MISCHIEF-3","E","1","0","3","0","E1","PDO","NO"
"2681","28","25-29","W","1","GRAND LARCENY-3","D","1","0","3","0","D4+E1D1","PDO","YES"
"2682","43","40+","B","4","ATT FORGERY-2","E","2","0","4","0","E1","PDO","NO"
"2683","34","30-39","W","2","FORGERY-2","D","2","0","4","0","D1  ","PDO","YES"
"2684","49","40+","B","2","ROBBERY-1 >78","B","10","3","12","0","B3D1 ","VFO","NO"
"2685","34","30-39","H","2","BURGLARY-2","C","6","0","7","0","C1D1 ","VFO","NO"
"2686","23","<25","B","1","SEX TRAFFICKING","B","3","0","9","0","B1","PDO","NO"
"2687","44","40+","W","2","DWI 2ND OFF","E","1","0","3","0","E1  ","PDO","NO"
"2688","27","25-29","W","1","BURGLARY-3","D","1","8","3","0","D1D1","PDO","NO"
"2689","55","40+","B","1","MURDER-2","A","25","0","99","99","A1B1","VFO","NO"
"2690","61","40+","B","1","MURDER-2","A","22","0","99","99","A1B1","VFO","NO"
"2691","24","<25","H","2","ATT ROBBERY-3","E","1","6","3","0","E1","CVO","NO"
"2692","58","40+","B","3","CRIM TAMPER-1","D","2","0","4","0","D1","PDO","NO"
"2693","42","40+","B","1","CPSP-3","D","2","0","6","0","D1","PDO","YES"
"2694","21","<25","H","1","BURGLARY-2","C","2","11","4","0","C1","VFO","NO"
"2695","28","25-29","W","1","ATT BURGLARY-2","D","4","3","5","0","D1D1 ","VFO","NO"
"2696","49","40+","W","1","BURGLARY-3","D","1","0","3","0","D1","PDO","NO"
"2697","54","40+","B","3","GRAND LARCENY-4","E","1","0","3","0","E1","PDO","NO"
"2698","26","25-29","H","1","BURGLARY-3","D","1","6","3","0","D1E1 ","PDO","YES"
"2699","19","<25","W","1","BURGLARY-3","D","1","0","3","0","D1","PDO","NO"
"2700","26","25-29","B","2","BAIL JUMPING-1","D","2","0","4","0","D1B1 ","PDO","YES"
"2701","32","30-39","B","1","GRAND LARCENY-2","C","4","0","12","0","C1C1D1","PDO","NO"
"2702","23","<25","B","1","SEX TRAFFICKING","B","3","0","9","0","B1","PDO","NO"
"2703","48","40+","B","5","GRAND LARCENY-4","E","1","6","3","0","E1","PDO","NO"
"2704","63","40+","W","2","BURGLARY-2","C","20","0","99","99","C1","VFO","NO"
"2705","39","30-39","B","3","DWI 2ND OFF","E","1","0","3","0","E1E1","PDO","NO"
"2706","18","<25","W","1","GRD LRCNY AUTO4","E","2","0","4","0","D1E1","PDO","NO"
"2707","24","<25","B","1","ATT ROBBERY-1 >78","C","3","10","7","0","D1C1C1","VFO","NO"
"2708","55","40+","W","1","CRIM NEG HOM","E","1","1","3","3","E1","CVO","NO"
"2709","24","<25","H","2","ATT ROBBERY-3","E","1","6","3","0","E1","CVO","NO"
"2710","25","25-29","H","1","ROBBERY-1 >78","B","6","0","7","0","B1B1D1","VFO","NO"
"2711","29","25-29","H","1","BURGLARY-3","D","3","0","9","0","D3","PDO","NO"
"2712","36","30-39","H","3","ATT BURGLARY-3","E","1","6","3","0","E1E1","PDO","NO"
"2713","42","40+","B","1","MURDER-2","A","25","0","99","99","A1","VFO","NO"
"2714","46","40+","H","5","CPCS-3 >79","B","1","8","3","0","E1B1 ","PDO","NO"
"2715","22","<25","H","1","BURGLARY-3","D","2","0","4","0","D1","PDO","NO"
"2716","47","40+","W","3","BURGLARY-2","C","4","3","5","0","C1D1 ","VFO","NO"
"2717","53","40+","B","5","GRAND LARCENY-2","C","3","0","6","0","C1D4+","PDO","NO"
"2718","28","25-29","B","2","BURGLARY-3","D","3","0","6","0","D2  ","PDO","YES"
"2719","37","30-39","W","3","ATT BURGLARY-3","E","1","6","3","0","E1","PDO","NO"
"2720","56","40+","W","1","UNLW SRVEIL 2 1","E","5","0","15","0","E4+E4+E4+","PDO","NO"
"2721","32","30-39","B","3","ATT ROBBERY-3","E","1","6","3","0","E1","CVO","NO"
"2722","51","40+","B","4","GRAND LARCENY-4","E","1","6","3","0","E1","PDO","NO"
"2723","30","30-39","W","5","CPSP-4","E","2","0","9","8","E1","PDO","NO"
"2724","19","<25","B","1","RECK ENDANG-1","D","1","0","3","0","D1","CVO","NO"
"2725","42","40+","W","1","CRIM CONTEMPT-1","E","1","0","3","0","E1","PDO","NO"
"2726","50","40+","H","4","CSCS-3 >79","B","2","1","3","0","E1B1 ","PDO","NO"
"2727","23","<25","H","2","ATT CPW-3/NON-VFO","E","1","6","3","0","E1","CVO","NO"
"2728","44","40+","B","4","ATT ROBBERY-2 >78","D","12","0","99","99","D2D1","VFO","NO"
"2729","27","25-29","W","1","AGGR CRIM CNTPT","D","2","0","4","0","D1","PDO","NO"
"2730","37","30-39","B","2","RAPE-1 >78","B","15","5","18","0","B1","VFO","NO"
"2731","43","40+","W","2","AGGR UNLIC OP 1","E","1","0","3","0","E1","PDO","NO"
"2732","21","<25","O","1","BURGLARY-2","C","2","11","4","0","C4+  ","VFO","NO"
"2733","48","40+","B","3","BURGLARY-3","D","3","6","7","0","D1  ","PDO","YES"
"2734","53","40+","H","7","CSCS-4 >79","C","3","5","4","0","C1","PDO","NO"
"2735","32","30-39","H","1","BURGLARY-3","D","2","0","4","0","D1  ","PDO","YES"
"2736","46","40+","W","2","DWI 3RD/SUBSQNT","D","1","6","4","6","D1","PDO","NO"
"2737","38","30-39","W","2","DWI 2ND OFF","E","1","0","3","0","E2E2","PDO","NO"
"2738","25","25-29","B","1","ATT ASSAULT-2","E","2","0","4","0","E1E1","VFO","NO"
"2739","36","30-39","W","1","DWI 3RD/SUBSQNT","D","1","4","4","0","D1","PDO","NO"
"2740","43","40+","W","2","DWI 3RD/SUBSQNT","D","1","6","4","6","D1","PDO","NO"
"2741","47","40+","W","3","GRAND LARCENY-4","E","5","6","11","0","E1D1E1","PDO","NO"
"2742","62","40+","B","2","BURGLARY-3","D","2","0","4","0","D1","PDO","NO"
"2743","23","<25","W","2","BURGLARY-3","D","2","6","5","0","D2","PDO","NO"
"2744","25","25-29","B","1","ASSAULT-2","D","7","8","9","0","B1D1E1","VFO","NO"
"2745","26","25-29","B","1","PROM PROST-2","C","1","4","4","0","C1","PDO","YES"
"2746","35","30-39","B","2","CPW-2 >78","C","5","1","6","0","C1D1","VFO","NO"
"2747","34","30-39","O","3","CPW-3/NON-VFO","D","2","6","7","3","D1","CVO","NO"
"2748","44","40+","H","1","BURGLARY-3","D","1","4","4","0","D1  ","PDO","YES"
"2749","25","25-29","H","1","ROBBERY-3","D","2","0","4","0","D1","CVO","YES"
"2750","22","<25","H","2","BURGLARY-3","D","2","0","4","0","D1E1","PDO","NO"
"2751","40","40+","H","2","ATT BURGLARY-3","E","1","6","3","0","E1","PDO","NO"
"2752","34","30-39","B","1","CPCS-3 >79","B","1","8","3","0","E1B1","PDO","NO"
"2753","35","30-39","B","2","CRIM POS FIRARM","E","1","0","3","0","E1","CVO","NO"
"2754","27","25-29","W","1","AGG FAMILY OFF","E","1","0","3","0","E1","PDO","NO"
"2755","24","<25","W","1","CRIM CONTEMPT-1","E","1","0","3","0","E1","PDO","NO"
"2756","52","40+","W","3","ROBBERY-3","D","3","6","7","0","D1","CVO","NO"
"2757","61","40+","B","1","ROBBERY-1 >78","B","30","0","99","99","B1B1","VFO","NO"
"2758","20","<25","W","1","CPSP-4","E","1","0","3","0","E1E1 ","PDO","YES"
"2759","56","40+","W","1","DWI 2ND OFF","E","1","0","3","0","E1E1","PDO","NO"
"2760","49","40+","H","2","BURGLARY-3","D","2","0","4","0","D1","PDO","NO"
"2761","20","<25","B","1","CPW-2 >78","C","2","11","3","6","C1D1","VFO","NO"
"2762","36","30-39","W","2","ATT BURGLARY-3","E","2","0","4","0","E1","PDO","NO"
"2763","41","40+","W","2","ROBBERY-3","D","2","0","4","0","D1","CVO","NO"
"2764","47","40+","H","6","CPCS-3 >79","B","1","8","2","0","B1","PDO","NO"
"2765","44","40+","H","4","BURGLARY-3","D","3","6","7","0","D1","PDO","NO"
"2766","64","40+","H","4","DWI 2ND OFF","E","1","0","3","0","E1","PDO","NO"
"2767","26","25-29","W","1","CRIM SEX ACT 1","B","5","1","6","0","B1D1C1","VFO","NO"
"2768","34","30-39","B","2","CPCS-5 >79","D","2","1","4","0","D1D1","PDO","NO"
"2769","21","<25","B","1","ATT ROBBERY-3","E","1","6","3","0","E1","CVO","NO"
"2770","23","<25","B","1","BURGLARY-3","D","2","0","4","0","D1D1","PDO","NO"
"2771","51","40+","W","4","AGG HARASS EMP","E","2","0","4","0","E1","PDO","NO"
"2772","34","30-39","H","4","BURGLARY-3","D","2","6","5","5","D1","PDO","NO"
"2773","22","<25","H","1","BURGLARY-2","C","3","5","4","0","C1C1E1","VFO","NO"
"2774","46","40+","H","6","ATT BURGLARY-3","E","1","6","3","0","E1","PDO","NO"
"2775","49","40+","H","3","BURGLARY-3","D","2","0","4","0","D1","PDO","NO"
"2776","33","30-39","B","1","ARSON-2","B","8","6","10","0","B1D1C1","VFO","NO"
"2777","27","25-29","W","1","CRIM CONTEMPT-1","E","1","6","4","6","D1E1","PDO","NO"
"2778","42","40+","B","3","CSCS-2","A","6","10","9","0","B1A1B1","PDO","YES"
"2779","35","30-39","H","3","CRIM MISCHIEF-3","E","4","0","8","0","E2","PDO","NO"
"2780","44","40+","W","3","BURGLARY-3","D","3","6","7","0","D2","PDO","NO"
"2781","24","<25","B","1","CPW-3/NON-VFO","D","3","6","7","0","D1","CVO","NO"
"2782","20","<25","H","1","ASSAULT-2","D","2","6","3","0","D1","VFO","NO"
"2783","32","30-39","H","2","ATT CPCS-3 >79","C","3","5","4","0","C1","PDO","NO"
"2784","39","30-39","B","1","CPSP-4","E","1","6","3","0","E1","PDO","NO"
"2785","50","40+","W","2","DWI 2ND OFF","E","1","4","4","0","E1","PDO","NO"
"2786","27","25-29","W","1","BURGLARY-3","D","1","6","3","0","D1E1","PDO","NO"
"2787","21","<25","W","1","BURGLARY-2","C","4","3","5","0","C1D2","VFO","NO"
"2788","29","25-29","B","3","CPCS-3 >79","B","4","3","5","0","B1","PDO","NO"
"2789","19","<25","B","1","ATT CPW-2 >78","D","1","8","4","0","D1  ","VFO","YES"
"2790","34","30-39","W","1","DWAI DRUGS 2ND","E","1","0","3","0","E1E1 ","PDO","YES"
"2791","33","30-39","O","1","BURGLARY-3","D","2","0","4","0","D1","PDO","NO"
"2792","38","30-39","H","3","ATT BURGLARY-3","E","1","6","3","0","E1E1","PDO","NO"
"2793","55","40+","W","1","ATT ASSAULT-2","E","1","6","3","0","E1E1 ","VFO","YES"
"2794","23","<25","B","2","ATT CP FORG INST-2","E","1","6","3","0","E1  ","PDO","YES"
"2795","41","40+","H","1","CRIM CONTEMPT-1","E","1","6","3","0","E1  ","PDO","YES"
"2796","53","40+","W","3","ATT BURGLARY-2","D","13","0","99","99","D1  ","VFO","YES"
"2797","36","30-39","W","2","BURGLARY-3","D","4","0","8","0","D2","PDO","NO"
"2798","45","40+","H","3","ATT ASSAULT-1 >96","C","18","0","99","99","C1E1","VFO","NO"
"2799","30","30-39","W","1","CP FORG INST-2","D","1","8","3","0","D4+E1D1","PDO","NO"
"2800","28","25-29","O","1","LV SCN ACCDNT","E","1","0","3","0","E1","PDO","NO"
"2801","23","<25","B","1","ATT ROBBERY-3","E","1","6","3","0","E1  ","CVO","NO"
"2802","36","30-39","B","3","ROBBERY-2 >78","C","8","6","10","0","C1C1 ","VFO","NO"
"2803","36","30-39","H","1","ROBBERY-1 >78","B","15","8","18","0","B1C2D1","VFO","NO"
"2804","28","25-29","H","1","ATT ASSAULT-2","E","1","6","3","0","E1","VFO","NO"
"2805","54","40+","W","1","AG VEH HOMICIDE","B","3","4","10","0","B1","CVO","NO"
"2806","43","40+","W","1","ATT BURGLARY-2","D","2","1","6","0","D1D1 ","VFO","YES"
"2807","29","25-29","B","1","CRIM CONTEMPT-1","E","1","0","3","0","E1","PDO","NO"
"2808","40","40+","H","3","BURGLARY-3","D","3","0","6","0","D1","PDO","NO"
"2809","48","40+","W","6","ATT BURGLARY-3","E","1","6","4","4","E1","PDO","NO"
"2810","25","25-29","O","2","ROBBERY-3","D","2","2","4","4","D1  ","CVO","YES"
"2811","45","40+","B","1","CPW-2 >78","C","2","11","3","6","C1E1 ","VFO","NO"
"2812","52","40+","H","3","ATT BURGLARY-3","E","1","6","3","0","E1","PDO","NO"
"2813","30","30-39","H","2","ATT BURGLARY-3","E","1","6","3","0","E1","PDO","NO"
"2814","24","<25","B","3","ASSAULT-2","D","3","5","4","0","D1","VFO","NO"
"2815","56","40+","W","1","BURGLARY-2","C","2","11","3","6","C1D1 ","VFO","NO"
"2816","61","40+","H","4","BURGLARY-2","C","8","6","10","0","C1E1E1","VFO","NO"
"2817","25","25-29","W","1","CPSP-4","E","1","6","3","0","E1","PDO","NO"
"2818","30","30-39","H","2","BURGLARY-3","D","3","0","6","0","D1E1 ","PDO","YES"
"2819","54","40+","B","4","BURGLARY-3","D","3","6","7","0","D1","PDO","NO"
"2820","38","30-39","B","3","CRIM SEX ACT 3","E","4","11","5","6","E1E1","CVO","NO"
"2821","28","25-29","B","2","DWI 3RD/SUBSQNT","D","1","4","4","0","D1","PDO","NO"
"2822","50","40+","H","6","GRD LRCNY AUTO4","E","1","6","3","0","E1","PDO","NO"
"2823","26","25-29","H","1","BURGLARY-2","C","4","3","5","0","C1C1D1","VFO","NO"
"2824","38","30-39","H","1","MURDER-2","A","19","0","99","99","A1C3C1","VFO","NO"
"2825","38","30-39","H","3","ATT RAPE-1 >78","C","6","10","8","0","C1","VFO","NO"
"2826","59","40+","H","4","GRAND LARCENY-4","E","4","0","8","0","E3E1E1","PDO","NO"
"2827","51","40+","B","2","ATT ASSAULT-2","E","1","6","3","0","E1","VFO","NO"
"2828","22","<25","B","1","CPW-3/NON-VFO","D","2","0","4","0","D1","CVO","NO"
"2829","48","40+","B","3","CRIM CONTEMPT-1","E","1","6","3","0","E1","PDO","NO"
"2830","46","40+","W","2","DWI 2ND OFF","E","1","0","3","0","E1","PDO","NO"
"2831","27","25-29","H","1","AGGR UNLIC OP 1","E","3","4","8","0","E1D1","PDO","NO"
"2832","32","30-39","H","1","GRAND LARCENY-4","E","1","6","3","0","E1","PDO","NO"
"2833","26","25-29","W","1","BURGLARY-2","C","4","3","6","0","D1C1 ","VFO","NO"
"2834","40","40+","H","1","MURDER-2","A","20","0","99","99","A3B2B2","VFO","NO"
"2835","28","25-29","H","1","RECK ENDANG-1","D","1","4","4","0","D1D1 ","CVO","YES"
"2836","61","40+","H","1","CPSP-4","E","1","0","3","0","E1","PDO","YES"
"2837","52","40+","H","1","ROBBERY-1 >78","B","25","0","50","0","B2B4+B2","VFO","NO"
"2838","24","<25","H","1","CSCS-3 >79","B","1","6","6","0","B1B1E1","PDO","NO"
"2839","33","30-39","W","1","ATT RAPE-1 >78","C","7","8","9","0","C1D1 ","VFO","NO"
"2840","40","40+","B","4","GRAND LARCENY-4","E","1","6","3","0","E1","PDO","NO"
"2841","34","30-39","W","1","DWI 2ND OFF","E","1","0","3","0","E1D1D1","PDO","NO"
"2842","24","<25","B","2","ATT ROBBERY-3","E","2","0","4","0","E1","CVO","NO"
"2843","24","<25","B","1","BURGLARY-3","D","1","8","3","0","D1D1D1","PDO","NO"
"2844","36","30-39","B","3","CSCS-5 >79","D","2","6","3","0","D1  ","PDO","NO"
"2845","26","25-29","H","1","AGGR UNLIC OP 1","E","1","0","3","0","E1E1B3","PDO","NO"
"2846","28","25-29","B","1","GRAND LARCENY-2","C","1","0","3","0","C1  ","PDO","YES"
"2847","60","40+","H","2","ROBBERY-1 >78","B","20","0","40","0","B2B1C3","VFO","NO"
"2848","44","40+","B","3","ATT ASSAULT-2","E","1","0","3","0","E1","VFO","NO"
"2849","31","30-39","H","1","MURDER-2","A","15","0","99","99","A1  ","VFO","YES"
"2850","33","30-39","B","1","CRIM CONTEMPT-1","E","1","6","3","0","E1  ","PDO","YES"
"2851","42","40+","B","3","ATT CP FORG INST-2","E","1","6","3","0","E1  ","PDO","YES"
"2852","32","30-39","H","1","ATT BURGLARY-3","E","1","6","3","0","E1  ","PDO","YES"
"2853","36","30-39","H","1","CSCS-3 >79","B","3","5","4","0","B1D1D1","PDO","YES"
"2854","22","<25","W","1","CPSP-4","E","1","6","3","0","E1","PDO","NO"
"2855","29","25-29","B","2","AGGR UNLIC OP 1","E","1","0","3","0","E1E1","PDO","NO"
"2856","51","40+","W","1","DWI 3RD/SUBSQNT","D","1","0","3","0","D1  ","PDO","YES"
"2857","32","30-39","W","1","ATT CPCS-5 >79","E","1","6","3","0","E1E1","PDO","NO"
"2858","54","40+","B","3","BURGLARY-2","C","6","10","8","0","C1  ","VFO","YES"
"2859","32","30-39","O","3","ROBBERY-3","D","2","0","4","0","D1E1","CVO","NO"
"2860","38","30-39","B","3","BURGLARY-2","C","4","3","5","0","C1","VFO","NO"
"2861","44","40+","B","1","MURDER-2","A","25","0","99","99","A1B1","VFO","NO"
"2862","19","<25","B","1","ASSAULT-2","D","1","8","3","0","D1","VFO","NO"
"2863","38","30-39","B","4","ATT BURGLARY-2","D","2","6","4","0","E1D1","VFO","NO"
"2864","23","<25","B","1","CPW-3/NON-VFO","D","1","8","3","0","D1D1D1","CVO","NO"
"2865","43","40+","B","1","MANSLAUGHTER-2","C","4","0","12","0","C1C1","CVO","NO"
"2866","27","25-29","H","2","ROBBERY-3","D","3","0","6","0","D1","CVO","NO"
"2867","23","<25","H","1","SOR VIOL 1ST>07","E","1","4","4","0","E1","CVO","NO"
"2868","41","40+","W","1","MONEY LAUNDRY-2","C","2","0","6","0","C1  ","PDO","YES"
"2869","49","40+","W","1","GRAND LARCENY-4","E","1","6","3","0","E1","PDO","NO"
"2870","51","40+","W","5","ATT ROBBERY-3","E","1","6","3","0","E1","CVO","NO"
"2871","28","25-29","W","2","CPSP-4","E","1","6","3","0","E1","PDO","NO"
"2872","35","30-39","W","1","AGGR SEX ABUS-4","E","8","6","10","0","C1E1 ","VFO","NO"
"2873","23","<25","W","1","CRIM CONTEMPT-1","E","1","0","3","0","E1  ","PDO","YES"
"2874","34","30-39","H","2","CP FORG INST-2","D","2","0","4","0","D1","PDO","NO"
"2875","29","25-29","B","2","BURGLARY-3","D","3","6","7","0","D1","PDO","NO"
"2876","44","40+","H","1","DWI 2ND OFF","E","1","0","3","0","E1E1E1","PDO","NO"
"2877","31","30-39","H","1","ATT CPW-3/NON-VFO","E","1","6","3","0","E1","CVO","NO"
"2878","52","40+","W","1","BURGLARY-2","C","4","3","5","0","C1  ","VFO","NO"
"2879","56","40+","B","4","ATT ASSAULT-2","E","1","6","3","0","E1","VFO","NO"
"2880","57","40+","B","1","ATT CP FORG INST-2","E","1","6","3","0","E1","PDO","NO"
"2881","48","40+","B","8","CPSP-4","E","1","6","3","0","E1","PDO","NO"
"2882","21","<25","B","1","CONSPIRACY-2","B","2","0","6","0","B1D1","PDO","NO"
"2883","61","40+","B","1","MURDER-2","A","25","0","99","99","A1","VFO","NO"
"2884","63","40+","H","4","CPCS-4 >79","C","2","11","3","6","C1  ","PDO","NO"
"2885","37","30-39","W","1","VEH MANSLTER-1'","C","5","4","16","0","C1E1","CVO","NO"
"2886","48","40+","W","2","VEH ASSAULT-2","E","3","4","8","0","E1E1","CVO","NO"
"2887","22","<25","W","1","ROBBERY-1 >78","B","4","3","5","0","B1D1","VFO","NO"
"2888","27","25-29","H","2","BURGLARY-2","C","4","3","5","0","C1E1","VFO","NO"
"2889","42","40+","H","3","GRAND LARCENY-3","D","2","0","4","0","D1","PDO","NO"
"2890","20","<25","H","1","ATT BURGLARY-3","E","1","8","3","0","E1D1","PDO","NO"
"2891","58","40+","H","1","MURDER-2","A","25","0","99","99","A2A1B1","VFO","YES"
"2892","30","30-39","W","1","GRAND LARCENY-4","E","1","0","3","0","E1","PDO","NO"
"2893","49","40+","B","4","BURGLARY-3","D","3","6","7","0","D1D1E1","PDO","NO"
"2894","34","30-39","B","1","IDENTITY THEFT1","D","1","0","3","0","D1  ","PDO","YES"
"2895","22","<25","B","1","CPCS-3 >79","B","1","8","3","0","E2B1","PDO","NO"
"2896","34","30-39","B","2","CPCS-3 >79","B","1","8","2","0","B1C1 ","PDO","NO"
